"year","hatchdate","cs","layday","recruit"
1995,146,8,28,NA
1998,136,7,22,0
1991,NA,7,26,0
2021,131,8,21,0
2021,136,6,22,0
1995,145,11,24,0
1981,141,10,20,0
2017,127,10,14,0
2017,NA,8,22,0
1995,142,9,23,NA
1981,NA,10,18,0
1981,137,8,20,0
1995,136,11,15,NA
1981,144,10,21,0
1999,NA,6,29,0
2021,NA,11,22,0
1999,146,6,35,0
1981,146,9,36,1
2006,134,7,25,0
2006,NA,5,17,0
1995,NA,10,24,0
2017,130,8,20,0
1995,137,8,27,0
2013,NA,5,33,0
1981,145,13,24,0
1995,143,11,23,NA
1995,140,12,17,NA
2017,NA,8,19,0
1995,140,9,19,NA
1995,NA,12,17,0
1981,147,8,35,1
2006,133,8,21,0
1995,149,8,37,NA
2017,NA,8,17,0
1999,144,9,36,0
1995,126,8,16,0
1981,NA,9,37,0
1981,150,10,38,0
1995,NA,9,15,0
1981,140,8,29,0
2003,NA,8,19,0
2013,NA,2,27,0
1995,NA,9,27,0
2022,NA,2,18,0
1992,140,12,24,0
2019,126,9,14,0
1992,137,9,24,0
1995,130,8,18,0
2006,NA,4,32,0
2007,150,10,13,0
2017,NA,8,12,0
1996,NA,10,31,0
2017,116,6,4,2
2011,125,11,12,0
1981,143,8,34,0
2006,NA,7,31,0
1988,NA,3,26,0
2013,NA,9,29,0
2006,NA,9,25,0
1981,146,8,34,0
1981,146,10,35,0
1981,159,7,49,0
1981,NA,8,35,0
1999,NA,9,10,0
1986,161,9,49,0
1981,138,9,21,1
1995,129,10,14,NA
2006,138,8,27,0
2021,166,6,66,0
2007,NA,9,20,2
2006,NA,13,20,0
2013,NA,9,26,0
1995,NA,5,22,0
2019,NA,4,1,0
1995,134,8,16,0
1981,NA,9,15,0
1995,140,7,33,NA
2017,124,9,8,0
1996,158,7,47,0
1996,137,9,26,0
2017,122,5,13,0
1981,145,7,34,2
1983,NA,11,11,0
2007,133,11,23,0
2017,128,8,16,0
1996,NA,9,27,0
1981,134,8,17,1
2017,130,8,18,0
1981,136,10,20,0
1986,NA,13,36,0
1981,NA,8,21,0
2021,NA,1,75,0
1996,NA,4,37,0
1983,145,9,32,0
1988,NA,6,24,0
1992,140,13,23,0
1999,143,7,34,0
2010,152,5,46,1
1992,NA,8,25,0
1981,NA,12,14,0
1996,NA,7,30,0
1996,153,8,37,0
1982,141,8,32,1
2006,NA,13,20,0
1997,126,10,13,0
2006,134,12,20,0
2017,131,5,24,0
1982,132,13,17,0
2019,137,8,13,0
2017,NA,7,16,0
1996,147,7,32,2
1997,127,8,15,0
2000,NA,8,26,0
2000,NA,9,24,0
1982,132,9,21,0
2006,136,9,24,0
1988,NA,9,25,0
2011,124,6,14,3
1996,NA,9,27,0
1996,144,7,30,0
1992,NA,12,26,0
1996,143,7,31,0
2018,NA,6,40,0
2018,NA,4,28,0
1992,NA,8,49,0
2008,124,8,13,0
1982,161,7,52,0
2018,133,9,20,0
2019,NA,5,2,0
1996,NA,7,31,0
1996,NA,6,26,0
2010,141,8,31,0
2018,NA,4,23,0
2018,130,7,20,0
1982,NA,6,28,0
1996,NA,7,42,0
2010,NA,8,22,0
2010,136,11,21,2
2019,140,11,1,0
1999,131,9,14,0
2018,NA,5,22,0
1992,NA,10,30,0
1982,NA,7,51,0
1982,NA,9,37,0
2018,NA,8,18,0
2018,158,4,64,0
1996,142,5,31,0
1996,NA,7,28,0
2018,128,7,19,0
1996,141,7,30,0
1987,152,8,43,0
2010,125,11,12,0
2003,NA,8,33,0
2010,NA,3,23,0
2018,143,7,39,0
2006,NA,7,32,0
1996,141,11,25,0
2006,NA,1,25,0
2018,131,7,22,0
2010,NA,9,24,0
2021,138,5,25,0
2015,NA,10,14,0
1999,NA,8,10,0
1996,NA,7,29,0
2021,NA,9,18,0
1996,NA,9,31,0
2006,NA,8,29,0
1987,133,7,25,0
2011,125,9,15,0
1996,NA,4,36,0
2011,121,8,10,0
2018,134,11,21,0
1996,138,9,25,0
2007,NA,6,19,0
1987,NA,9,20,0
2018,133,9,23,2
2018,136,10,23,2
2021,NA,3,13,0
2021,NA,3,27,0
2007,NA,7,16,0
2018,133,9,21,0
1983,140,9,31,0
2014,134,4,26,0
2007,NA,6,16,0
2019,122,4,2,0
2014,118,8,8,0
2001,141,8,30,0
2011,125,12,11,0
1999,NA,8,46,0
2003,NA,11,17,0
2010,NA,6,16,0
1994,NA,9,28,0
1999,128,7,23,0
1997,125,11,10,1
2010,NA,10,18,0
2007,NA,8,20,0
2011,126,11,12,0
2007,NA,6,23,0
1999,148,8,36,0
2007,141,8,32,0
2022,144,6,39,0
1997,124,12,6,0
2007,128,9,17,0
2007,NA,7,25,0
1987,NA,10,23,0
2007,NA,11,16,0
2014,121,8,9,0
2018,NA,6,34,0
2007,130,8,21,0
2007,NA,10,18,0
2022,NA,8,19,0
2018,143,12,28,0
2011,133,10,22,0
2010,129,8,19,0
2010,NA,8,15,0
1987,132,9,22,4
2003,NA,8,23,0
2018,NA,6,39,0
2018,NA,9,24,0
2018,137,7,25,0
1996,NA,6,31,0
2018,136,7,27,0
1999,131,6,19,0
1982,NA,8,30,0
1996,138,10,25,0
2018,NA,11,23,0
2022,146,7,38,0
1982,NA,9,24,0
1999,140,2,27,0
1982,NA,9,27,0
2014,NA,5,39,0
2018,137,10,25,0
1997,130,12,13,0
2018,NA,5,25,0
1996,NA,8,30,0
2007,NA,4,14,0
2014,NA,6,12,0
2007,NA,10,15,0
2007,NA,8,19,0
2007,NA,8,18,0
1993,NA,5,22,0
2007,NA,11,12,0
2018,137,10,26,0
1993,129,10,16,0
1999,143,9,35,0
1999,135,7,13,1
1982,NA,9,32,0
2010,127,8,16,0
2004,132,11,19,0
2022,NA,1,21,0
1982,NA,9,36,0
2022,NA,5,12,0
2007,128,9,19,0
2007,NA,6,17,0
2004,135,11,18,1
2014,126,8,14,0
2005,NA,8,36,0
2018,NA,10,19,0
2010,NA,9,46,0
2007,122,7,10,0
1999,NA,8,34,0
2022,NA,2,24,0
1982,NA,8,61,0
2007,NA,10,17,0
2018,NA,9,25,0
1987,NA,12,19,0
2014,124,5,14,0
1987,NA,10,20,0
2007,125,10,14,0
2018,NA,7,37,0
2000,135,9,22,0
2022,NA,6,13,0
2000,NA,8,31,0
1996,142,9,29,0
1996,140,10,26,0
1993,NA,9,15,0
2018,134,10,21,0
1996,NA,8,24,0
1996,138,8,26,0
2019,124,7,13,0
2022,131,10,20,2
2014,NA,7,17,0
1997,130,10,18,0
2000,138,9,26,0
2000,132,9,18,0
1996,NA,3,23,0
2007,127,6,19,0
1982,NA,12,23,0
1996,NA,11,25,0
1996,NA,8,19,0
2022,132,7,21,0
1996,NA,7,26,0
1996,NA,6,28,0
1996,141,8,30,0
1996,NA,4,39,0
2018,131,8,21,0
2004,NA,11,15,0
1996,141,6,30,0
1996,146,6,33,1
1996,NA,5,29,0
2007,NA,8,19,0
1996,143,12,23,0
1996,142,12,25,0
2004,NA,8,21,0
2007,128,10,18,0
2007,131,9,17,0
1983,146,9,35,0
2004,NA,10,18,0
2000,NA,7,21,0
2018,134,10,21,1
2007,130,9,20,0
1987,140,11,29,0
1993,NA,7,24,0
2010,138,7,30,0
1996,NA,11,23,0
1983,144,6,36,0
2007,NA,5,14,0
2022,136,9,26,2
2018,135,9,23,2
1987,135,10,22,0
2018,NA,9,24,0
2010,NA,4,25,0
1983,159,5,39,0
2018,134,7,23,0
1996,NA,6,33,0
2010,132,10,18,1
2000,129,9,16,0
2004,NA,9,17,0
1996,NA,6,33,0
2018,135,9,22,2
1983,149,9,39,0
2010,129,10,14,0
1996,NA,7,24,0
1984,NA,6,36,0
1997,NA,10,12,0
2018,NA,9,45,0
1996,NA,11,25,0
2007,130,9,19,0
1983,147,10,32,0
2018,157,8,38,0
2004,126,10,11,0
2018,137,9,25,1
1983,137,9,27,0
1996,138,8,25,0
1996,143,8,30,0
1996,147,9,27,NA
2022,124,9,13,1
2022,NA,6,28,0
1996,NA,5,45,0
2004,NA,4,15,0
2010,NA,8,16,0
2000,141,11,24,0
2018,NA,3,25,0
2018,148,12,24,0
2010,131,8,18,0
2007,NA,7,18,0
1983,141,7,32,0
2000,NA,11,27,0
1997,126,11,15,0
1993,NA,14,21,0
2007,NA,10,16,0
1996,NA,8,30,0
2018,132,10,20,3
1996,NA,4,30,0
2018,135,9,23,1
2004,NA,8,26,0
1996,NA,7,29,0
2000,NA,5,17,0
1996,NA,9,29,0
2018,134,10,22,1
2022,149,6,45,0
1988,NA,7,29,0
2018,131,9,20,1
2000,NA,11,20,0
1999,144,7,33,0
2018,136,8,26,3
1983,NA,8,27,0
2012,133,10,13,0
2018,133,10,19,0
2000,NA,8,39,0
1996,NA,6,49,0
2004,NA,11,25,0
2022,140,9,30,0
2018,136,9,25,2
2000,140,5,28,1
2018,NA,9,13,0
1988,NA,2,31,0
2000,142,11,30,0
2007,NA,8,20,0
1996,148,9,31,0
2018,137,6,25,0
1983,NA,9,18,0
1983,141,10,30,0
1996,141,9,28,0
1996,147,6,32,0
2010,135,11,21,0
2000,NA,3,18,0
2022,129,9,18,1
2019,124,10,12,0
2019,125,7,17,0
2021,NA,11,23,0
1986,NA,7,35,0
2019,124,7,13,0
2007,NA,9,18,0
2022,NA,7,17,0
1984,157,9,45,0
2019,122,10,11,0
2010,NA,6,21,0
2022,146,5,38,0
2007,NA,9,15,0
2019,124,4,13,0
2013,NA,3,29,0
1983,NA,8,27,0
2012,155,7,46,0
2000,135,8,22,0
1999,146,5,38,0
2011,126,7,18,0
1988,NA,6,22,0
1986,164,4,35,0
2019,122,8,11,0
1988,137,10,23,0
1988,NA,10,25,0
2019,127,7,18,0
2011,125,8,16,0
2019,134,11,22,0
2019,129,9,16,0
2019,122,10,11,1
1996,136,8,25,0
1988,NA,8,39,0
2011,123,6,15,0
2011,123,9,12,0
1993,NA,8,19,0
2019,130,6,19,0
2021,129,6,18,0
2011,NA,5,27,0
1989,134,10,20,0
1996,NA,7,33,0
2011,132,8,22,0
2004,138,7,26,0
2011,130,8,21,0
2011,128,11,16,0
1996,NA,8,30,0
2019,NA,9,5,0
2011,NA,8,15,0
2010,NA,7,22,0
2013,NA,6,34,0
2019,126,10,11,0
2019,123,8,12,1
2019,126,9,18,0
1996,NA,7,37,0
1997,NA,9,16,0
2011,127,9,17,0
2019,122,7,13,0
1983,144,10,31,0
1988,144,8,34,0
1999,NA,8,28,0
2003,135,10,21,0
1983,141,11,27,0
2019,129,8,20,0
2019,114,9,-2,0
2019,NA,4,15,0
1993,NA,8,29,0
1993,136,10,24,0
2019,130,9,15,0
1997,127,7,16,0
2011,126,9,16,0
1989,132,9,18,0
1993,NA,8,26,0
1988,145,7,36,0
2011,118,9,7,0
2012,NA,3,30,0
2011,133,12,10,0
1997,122,8,11,0
2020,NA,4,26,0
2019,129,8,19,0
1993,134,8,23,0
1983,139,8,29,1
2000,NA,2,27,0
2016,NA,5,35,0
1998,NA,8,21,0
1983,NA,10,21,0
2019,NA,5,19,0
2003,136,8,25,0
1997,NA,12,21,0
2019,130,6,20,0
2007,NA,8,24,0
2002,NA,11,20,0
2013,147,6,29,0
2019,132,8,24,0
2015,NA,9,14,0
2008,NA,8,26,0
2011,119,9,8,0
2021,NA,7,27,0
2011,NA,10,14,0
2019,123,8,13,1
2011,121,10,9,0
1999,141,8,32,0
2011,124,10,13,0
2007,NA,9,20,0
2013,NA,5,28,0
2007,129,8,19,0
1997,NA,10,12,0
2007,NA,9,20,0
1997,NA,11,4,0
2019,129,8,20,0
1997,128,8,14,0
1997,116,8,6,2
2019,119,8,9,1
2019,123,9,12,0
2005,NA,5,25,0
2008,NA,9,31,0
1983,141,10,30,0
2011,125,8,16,0
1988,143,9,32,0
2005,NA,8,17,0
2011,123,8,12,0
2011,123,11,10,2
2019,118,11,0,0
2001,NA,3,34,0
2007,127,9,16,0
2007,128,9,16,0
1995,NA,11,29,0
2019,131,9,21,0
1988,NA,5,26,0
2005,150,9,36,0
1983,NA,9,31,0
1988,147,6,38,0
2011,120,7,11,0
2016,147,9,35,0
2001,141,6,31,0
2020,NA,5,40,0
2019,124,10,13,2
2018,139,7,30,3
1987,134,10,22,0
2011,147,6,48,0
1994,NA,8,27,0
2019,129,8,15,0
1988,153,10,40,0
1983,140,9,28,0
2005,NA,3,34,0
1997,125,11,12,NA
2010,130,9,19,0
2002,NA,3,12,0
2005,125,8,15,0
2019,122,7,11,0
2012,NA,10,11,0
2011,124,11,11,0
1998,143,9,28,0
1985,137,9,24,0
2011,122,10,11,0
2015,NA,8,11,0
1988,148,9,38,0
2002,NA,7,8,0
2019,129,7,20,0
2020,132,7,18,0
2015,133,9,20,0
1988,147,9,36,0
2010,NA,10,11,0
2015,NA,8,19,0
2002,123,10,10,0
1988,NA,8,40,0
2019,126,9,15,0
1997,NA,13,10,0
2011,132,10,22,0
1988,144,10,31,0
2019,126,11,10,0
2019,123,11,7,0
2001,155,3,52,0
1997,128,11,14,0
2001,NA,8,15,0
1988,149,9,38,0
1985,131,9,20,0
2011,127,11,15,0
2008,NA,3,26,0
2008,141,9,30,0
2008,NA,7,27,0
2008,NA,7,30,0
1997,126,9,14,0
2008,NA,5,24,0
2001,NA,4,40,0
2019,121,12,5,0
1997,NA,9,10,0
2008,NA,7,20,0
2011,125,8,13,0
2019,NA,9,10,0
2011,125,8,10,0
2008,150,8,41,0
2008,136,8,25,0
2011,123,10,11,0
1997,NA,9,18,0
2019,NA,8,14,0
1998,NA,8,48,0
2019,NA,9,22,0
2008,139,9,27,0
2001,NA,7,42,0
1983,138,9,28,1
2008,NA,14,13,0
2008,137,7,24,0
2019,121,9,9,2
2017,122,8,12,0
2001,NA,5,29,0
2008,150,7,41,0
1983,142,11,29,0
1994,145,8,26,0
1997,NA,9,19,0
2019,127,10,14,0
2019,131,8,22,0
1983,140,10,27,0
2019,129,9,15,0
2019,128,11,17,1
1983,140,11,26,0
1997,124,11,11,0
2015,131,9,18,0
2008,NA,8,28,0
2020,137,11,22,0
1997,NA,12,14,0
2012,123,7,11,0
1983,140,8,31,1
1983,NA,NA,29,NA
1983,140,11,28,0
1983,139,13,25,0
1994,NA,10,21,0
2015,NA,8,13,0
2012,155,8,42,0
1997,128,9,7,0
1997,NA,10,13,0
1984,138,7,28,0
2000,NA,6,59,0
2015,127,8,14,0
1984,NA,6,36,0
2019,120,11,3,0
1997,138,8,15,0
2019,NA,5,20,0
1984,145,4,30,0
1984,NA,8,37,0
1997,155,5,48,0
2013,156,7,45,0
2001,144,9,31,0
2019,124,9,12,0
1985,134,10,22,0
2019,NA,5,22,0
2020,NA,2,24,0
1984,151,6,39,0
2019,139,4,31,0
1985,136,13,21,0
2019,123,9,11,0
2003,NA,9,14,0
2012,161,6,51,0
1984,NA,9,26,0
1994,146,8,36,0
2012,128,8,16,0
1984,165,3,59,0
1984,NA,NA,66,0
2008,154,8,25,0
2008,NA,4,31,0
2019,NA,8,12,0
1997,129,8,9,0
2019,NA,6,27,0
1984,NA,10,28,0
1997,129,7,17,0
2012,NA,13,6,0
1984,NA,9,34,0
2019,133,10,23,0
1997,127,7,15,0
2019,129,8,20,0
2019,120,10,3,0
2012,115,8,3,0
1997,141,10,18,0
2001,NA,6,12,0
1997,NA,3,15,0
1984,160,NA,53,0
2019,NA,8,9,0
2019,122,8,15,0
2016,133,6,14,0
2016,155,6,44,0
1984,143,9,32,1
1984,144,7,34,0
2008,NA,5,29,0
2001,161,7,54,0
2012,138,12,15,0
1997,NA,10,11,0
1986,146,8,37,0
1997,NA,6,13,0
2019,120,10,2,0
1984,NA,6,43,0
2001,NA,4,22,0
1994,NA,5,21,0
2016,160,6,46,0
2021,117,7,8,0
1998,129,7,15,0
1989,138,10,19,0
1997,129,9,15,1
2019,NA,9,14,0
2001,158,4,41,0
2019,130,6,22,0
2019,NA,9,20,0
1994,NA,9,33,0
2019,NA,1,29,0
2019,127,11,14,0
2013,150,7,35,0
2001,141,10,27,1
1997,NA,3,25,0
2019,135,3,22,0
2012,128,8,7,0
2019,127,8,15,0
1998,136,8,26,0
2019,NA,6,19,0
2019,NA,8,10,0
2001,NA,10,20,0
2008,NA,6,19,0
1984,150,11,36,0
2009,NA,9,13,0
2001,151,10,39,0
2006,NA,7,22,0
1997,126,9,13,0
2008,142,8,30,0
1997,131,14,11,0
2019,132,10,14,0
2019,131,9,22,0
1997,144,11,32,0
2008,148,9,32,0
1997,138,8,30,0
2019,126,7,15,0
1997,138,8,30,0
2008,151,11,27,0
1986,NA,8,33,0
2019,131,6,23,1
2008,NA,9,32,0
2008,NA,9,28,0
1991,139,9,26,0
2019,133,9,22,0
1989,140,8,30,0
1991,140,10,28,0
2019,127,11,13,1
2008,NA,7,14,0
2013,NA,8,39,0
2005,NA,8,25,0
1989,NA,9,22,0
2008,NA,8,35,0
2016,NA,6,41,0
2012,140,10,24,0
2012,NA,3,14,0
2016,137,6,27,0
2019,NA,7,26,0
1984,NA,11,26,0
1984,NA,NA,25,0
2019,140,7,31,0
2005,137,8,27,0
1999,NA,7,24,0
2019,124,5,15,0
2003,136,7,25,0
2003,NA,7,27,0
2008,NA,9,27,0
1999,137,7,29,0
2002,NA,6,28,0
2004,NA,10,17,0
2013,NA,10,31,0
2013,139,10,27,0
2002,122,10,10,2
1984,158,7,41,0
2015,NA,6,22,0
1984,150,8,32,0
2016,NA,10,21,0
1999,NA,4,12,0
2013,NA,7,32,0
1989,NA,9,25,0
2013,141,7,32,2
1989,133,10,21,0
1999,NA,9,13,0
1988,150,6,42,0
1993,128,12,11,1
2022,NA,2,25,0
1984,NA,8,32,0
2004,NA,10,26,0
2013,NA,6,35,0
2017,157,5,52,1
2008,129,7,15,0
2020,NA,3,20,0
1998,135,9,21,0
1989,NA,9,26,0
2012,145,6,35,0
2002,124,13,7,0
1984,NA,7,36,0
2012,NA,8,5,0
1998,136,8,25,0
2010,133,10,21,0
2003,136,10,24,0
1999,NA,4,32,0
2011,123,7,12,0
2012,147,7,37,0
2011,133,7,25,0
2002,125,6,16,1
2002,125,11,12,2
1999,NA,8,44,0
1998,NA,11,23,0
1998,137,9,27,0
1998,NA,9,27,0
2005,141,9,27,0
1989,NA,11,18,0
2016,139,8,28,0
2020,130,8,19,0
1986,155,8,43,0
1989,NA,3,28,0
2002,123,7,20,0
2020,127,9,15,0
2012,NA,2,17,0
2000,134,7,24,0
1996,141,7,29,0
2021,129,10,16,2
2006,NA,6,30,0
2015,NA,10,16,0
1993,NA,8,28,0
2021,135,8,22,0
2012,NA,8,17,0
2020,NA,3,18,0
2002,130,9,18,0
2014,NA,8,14,0
1986,150,8,40,0
2020,150,7,43,0
2020,NA,5,16,0
2016,NA,6,14,0
2010,NA,6,28,0
1984,139,8,28,0
2021,131,8,19,0
2012,161,7,51,0
2013,136,8,24,0
2006,145,9,30,0
2010,128,11,14,0
1992,139,2,19,0
2003,NA,7,21,0
2008,165,8,54,0
2021,NA,1,33,0
2020,132,7,22,0
2008,NA,8,28,0
1990,137,12,25,0
2011,120,10,8,0
2020,NA,2,21,0
2012,129,8,15,0
2005,NA,10,29,0
1992,NA,10,27,0
2005,144,9,32,0
2005,137,9,27,0
2002,120,8,7,0
2021,NA,6,26,0
1988,148,10,37,0
2015,NA,3,21,0
1985,146,8,36,0
1992,NA,11,26,0
2012,NA,8,31,0
2013,146,5,28,0
2020,133,8,21,0
1998,NA,4,28,0
2020,NA,7,25,0
2011,124,10,13,0
2020,130,7,15,0
1985,NA,6,25,0
2002,133,8,19,0
2013,140,7,27,0
2010,NA,9,21,0
2020,131,6,21,0
1999,125,10,9,0
2002,NA,6,11,0
2020,NA,4,26,0
2008,148,10,35,0
2012,NA,8,20,0
2014,NA,7,39,0
2020,145,9,33,0
2020,NA,4,51,0
2005,NA,2,17,0
2008,150,5,40,0
2002,NA,10,6,0
2020,137,10,25,0
2008,NA,8,35,0
1998,151,8,39,1
1998,NA,11,34,0
1990,NA,11,20,0
1988,146,2,34,0
2020,129,7,19,0
2008,NA,8,31,0
2010,NA,9,21,0
2008,NA,6,29,0
1998,NA,9,30,0
2008,139,6,28,0
1994,133,8,24,0
2008,NA,5,40,0
2003,NA,7,28,0
1999,133,8,23,0
2003,NA,9,27,0
2021,NA,8,13,0
1990,125,9,12,0
1985,NA,8,32,NA
1990,NA,6,17,0
2020,134,7,23,0
1985,NA,5,72,NA
1998,160,15,26,0
1994,143,6,35,0
2020,129,6,19,0
2012,147,9,31,0
1994,NA,6,25,0
1994,138,10,27,0
2015,126,10,14,0
2015,132,10,20,0
1999,NA,9,22,0
2020,133,10,21,0
2005,NA,7,16,0
1998,NA,11,18,0
2013,131,5,24,0
2005,NA,1,15,0
2014,NA,5,11,0
1994,NA,8,42,0
2018,136,9,25,0
2011,133,7,17,0
2020,NA,6,34,0
2014,NA,6,21,0
2012,127,7,16,0
2013,NA,8,26,0
2014,124,8,14,3
2018,NA,7,38,0
2003,132,9,20,0
2008,137,8,26,0
1998,138,9,26,0
2020,136,7,25,0
2010,NA,11,22,0
2017,NA,6,22,0
2010,131,8,21,0
1998,NA,7,41,0
2008,137,6,25,0
1990,NA,10,8,0
1985,142,13,23,1
2008,NA,7,23,0
1990,127,8,17,0
2022,NA,1,12,0
1985,138,9,27,1
1998,160,7,53,0
1985,130,6,22,0
1998,132,10,18,0
2001,140,8,29,0
2009,NA,9,14,0
2022,136,6,24,0
2009,NA,9,16,0
1990,NA,3,29,0
2009,157,7,47,0
1998,124,8,11,0
2003,NA,9,28,0
1999,133,9,18,0
1998,NA,9,21,0
2020,130,7,20,0
1990,128,9,15,0
2005,NA,1,32,0
2003,NA,8,24,0
1998,NA,4,26,0
2009,NA,9,9,0
1993,130,10,18,0
2005,NA,13,27,0
2010,127,6,15,0
2009,NA,8,18,0
2003,137,7,27,0
2009,NA,9,13,0
2009,NA,10,15,0
2003,146,5,36,0
2004,NA,6,35,0
2013,NA,5,31,0
2004,134,8,22,1
2009,NA,7,13,0
2015,NA,5,18,0
1995,139,11,18,NA
2012,129,9,11,0
1990,125,10,13,0
2005,NA,8,22,0
1985,149,5,42,0
1995,141,10,20,NA
1993,140,10,25,0
2014,NA,6,21,0
2013,NA,7,36,0
2014,142,8,30,0
2009,NA,6,14,0
2013,142,6,32,0
1985,146,8,36,0
1998,NA,7,30,0
2020,128,8,17,0
2001,156,8,46,0
2009,NA,9,18,0
1990,NA,8,20,0
2006,131,10,19,0
2003,NA,7,23,0
1985,148,11,35,0
2003,125,7,14,0
2013,150,6,40,0
2020,126,5,18,0
2022,126,8,14,1
2004,140,9,27,0
1993,NA,9,33,0
2001,NA,8,39,0
2020,NA,2,20,0
2014,145,6,38,0
2003,NA,9,20,0
2003,136,4,28,0
1993,NA,9,22,0
2009,NA,8,17,0
2014,145,7,37,0
1985,136,3,31,0
1991,136,7,17,0
2003,NA,3,27,0
2022,128,7,18,1
2022,129,10,14,0
2014,136,9,27,0
2013,136,7,26,0
1998,160,6,53,0
2006,NA,10,29,0
1998,NA,8,33,0
2003,NA,6,23,0
2022,NA,6,20,0
1986,NA,8,37,0
1986,159,9,46,0
2022,NA,4,15,0
2013,137,7,26,0
1998,139,11,25,0
1998,138,10,25,0
2013,NA,6,39,0
2013,137,6,28,0
2015,135,6,26,0
1998,138,11,24,0
2021,124,7,15,0
2006,NA,2,20,0
2017,NA,9,10,0
1991,140,9,27,0
2003,141,8,30,0
2018,NA,6,22,0
2002,125,6,12,2
1991,NA,7,18,0
1991,136,8,25,0
1998,137,8,25,0
2009,148,5,17,0
2021,142,8,30,1
2006,NA,10,21,0
1991,129,9,14,0
2003,NA,8,22,0
2015,136,8,25,0
2013,139,6,32,2
2010,138,10,23,0
2004,NA,9,15,0
1986,NA,9,36,0
1987,NA,7,23,0
2010,130,11,17,0
2022,119,8,7,0
1989,131,11,15,0
1994,139,12,24,2
2021,NA,6,18,0
2013,140,6,30,0
1991,127,9,16,0
2003,NA,10,25,0
2010,NA,7,57,0
2016,144,6,25,0
2013,149,9,37,0
1998,142,8,29,0
2018,NA,3,37,0
2010,NA,10,14,0
2021,126,9,14,0
1991,NA,8,24,0
1998,NA,9,25,0
1986,NA,8,13,0
2012,132,11,15,0
1998,144,9,14,1
1991,NA,7,26,NA
2013,152,8,39,0
1991,138,6,22,2
2003,NA,10,21,0
2022,NA,4,21,0
2021,NA,5,58,0
2017,128,10,14,0
2022,NA,6,13,0
1991,146,9,33,0
2009,131,10,18,0
1991,141,7,30,0
1991,139,7,28,NA
2003,NA,8,23,0
1991,NA,11,35,0
2022,123,9,11,0
2009,NA,4,15,0
1986,152,11,35,0
1991,NA,9,36,0
2017,118,8,7,1
1991,NA,10,28,0
1991,142,9,25,0
1999,132,9,18,0
2011,133,9,22,0
1991,141,10,29,0
2015,131,6,22,0
1988,NA,6,29,0
1991,135,11,20,0
1991,NA,11,15,NA
1994,140,10,29,2
2010,128,10,15,0
2003,NA,5,26,0
2013,137,7,24,0
2005,NA,8,25,0
2009,NA,11,14,0
2017,123,11,11,1
1999,143,8,34,0
1999,126,9,12,0
2017,128,7,18,1
1991,NA,9,16,0
2000,138,12,23,1
2015,NA,3,28,0
2004,NA,8,17,0
1995,142,9,23,NA
2019,122,10,5,0
2004,127,8,17,0
2015,NA,6,17,0
2013,141,5,32,0
1999,NA,6,38,0
2006,NA,9,24,0
2009,NA,4,16,0
2017,148,6,32,0
2017,131,7,20,0
2000,126,11,9,0
2012,NA,9,11,0
2001,153,8,43,0
2014,NA,7,12,0
2022,NA,3,26,0
1995,NA,8,15,0
1999,NA,7,45,0
1994,NA,9,29,0
2017,122,9,12,1
2000,143,11,31,0
2003,134,10,22,0
2011,122,9,12,0
2007,143,6,37,0
2003,NA,10,26,0
1987,134,10,22,2
2011,120,8,9,0
2006,NA,8,24,0
2021,NA,7,24,0
1986,151,9,38,0
2021,NA,3,28,0
2013,154,6,38,0
1986,NA,7,41,0
1988,NA,8,45,0
2010,137,8,24,0
1986,NA,7,40,0
2003,NA,10,19,0
2011,130,12,8,0
2020,133,4,22,0
2000,NA,9,25,0
2003,128,9,18,1
2000,NA,4,21,0
2010,127,10,14,0
1994,140,8,31,0
2011,122,6,13,0
2005,NA,4,18,0
2003,128,8,9,0
1986,NA,8,35,0
2015,NA,8,21,0
2010,125,9,12,0
2010,128,10,15,0
1999,137,6,28,0
2007,137,10,18,0
2022,125,7,15,1
1999,NA,7,19,0
1999,NA,9,33,0
2003,136,9,21,0
1996,NA,9,25,0
2007,NA,10,13,0
2011,124,12,12,0
1993,135,9,24,0
1997,NA,9,6,0
2003,NA,6,25,0
1992,134,10,21,0
2003,NA,11,26,0
2001,NA,7,37,0
2010,133,11,18,0
2021,NA,6,55,0
1999,145,7,37,0
2013,136,8,25,0
1993,129,8,20,0
2017,123,8,13,0
2005,135,8,26,0
1999,142,10,13,0
2011,128,6,20,0
1993,NA,10,23,0
1988,NA,7,29,0
2021,NA,1,34,0
2015,122,8,7,0
2011,122,11,9,0
2008,NA,10,37,0
2010,130,6,20,0
2016,148,7,40,0
2015,121,10,10,0
2021,NA,3,24,0
1986,NA,7,42,0
2011,NA,8,11,0
2010,NA,10,21,0
2012,121,7,4,0
1986,178,7,68,NA
2003,132,8,18,2
2018,NA,5,52,0
2005,147,11,33,0
1992,NA,10,24,0
2005,NA,4,25,0
2022,NA,4,18,0
2010,NA,11,13,0
1992,NA,7,46,0
2008,NA,7,25,0
2003,NA,9,27,0
2018,NA,7,42,0
1992,NA,11,18,0
2021,NA,8,22,0
2011,NA,8,20,0
2003,NA,10,20,0
2021,127,7,17,0
2000,142,7,32,0
2010,159,8,20,0
2010,126,11,12,0
2006,NA,9,31,0
2011,121,10,9,0
2015,NA,9,20,0
2003,NA,15,26,0
1999,NA,6,12,0
1992,128,10,14,3
